CITY,SCHOOL_RAW,SCHOOL,CSR
Los Angeles,"Washington Irving Middle School Math, Music and Engineering Magnet CSR rank: 6","Washington Irving Middle School Math, Music and Engineering Magnet ",6
Los Angeles,Watts Learning Center CSR rank: 6,Watts Learning Center ,6
Los Angeles,Watts Learning Center Charter Middle CSR rank: 1,Watts Learning Center Charter Middle ,1
Los Angeles,Weigand Avenue Elementary CSR rank: 1,Weigand Avenue Elementary ,1
Los Angeles,WESM Health/Sports Medicine CSR rank: 6,WESM Health/Sports Medicine ,6
Los Angeles,West Adams Preparatory High CSR rank: 4,West Adams Preparatory High ,4
Los Angeles,West Athens Elementary CSR rank: 1,West Athens Elementary ,1
Los Angeles,West Vernon Avenue Elementary CSR rank: 4,West Vernon Avenue Elementary ,4
Los Angeles,Western Avenue Elementary CSR rank: 1,Western Avenue Elementary ,1
Los Angeles,Westport Heights Elementary CSR rank: 4,Westport Heights Elementary ,4
Los Angeles,Westside Innovative School House CSR rank: 9,Westside Innovative School House ,9
Los Angeles,Westside Innovative School House Charter Middle CSR rank: 8,Westside Innovative School House Charter Middle ,8
Los Angeles,Westwood Charter Elementary CSR rank: 10,Westwood Charter Elementary ,10
Los Angeles,Whitman Continuation CSR rank: 3,Whitman Continuation ,3
Los Angeles,Whitney Young Continuation CSR rank: 1,Whitney Young Continuation ,1
Los Angeles,William Jefferson Clinton Middle CSR rank: 1,William Jefferson Clinton Middle ,1
Los Angeles,William R. Anton Elementary CSR rank: 2,William R. Anton Elementary ,2
Los Angeles,Wilshire Crest Elementary CSR rank: 3,Wilshire Crest Elementary ,3
Los Angeles,Wilshire Park Elementary CSR rank: 6,Wilshire Park Elementary ,6
Los Angeles,Wilton Place Elementary CSR rank: 5,Wilton Place Elementary ,5
Los Angeles,Windsor Hills Math Science CSR rank: 3,Windsor Hills Math Science ,3
Los Angeles,Wisdom Elementary CSR rank: 3,Wisdom Elementary ,3
Los Angeles,Wonderland Avenue Elementary CSR rank: 10,Wonderland Avenue Elementary ,10
Los Angeles,Woodcrest Elementary CSR rank: 1,Woodcrest Elementary ,1
Los Angeles,Woodrow Wilson Senior High CSR rank: 5,Woodrow Wilson Senior High ,5
Los Angeles,YES Academy CSR rank: 1,YES Academy ,1
Los Angeles,Yorkdale Elementary CSR rank: 6,Yorkdale Elementary ,6
Los Angeles,Young Oak Kim Academy CSR rank: 2,Young Oak Kim Academy ,2
Los Angeles,Youth Opportunities Unlimited CSR rank: 1,Youth Opportunities Unlimited ,1
Norwalk,Anna M. Glazier Elementary CSR rank: 3,Anna M. Glazier Elementary ,3
Norwalk,Cresson Elementary CSR rank: 6,Cresson Elementary ,6
Norwalk,Lakeland Elementary CSR rank: 7,Lakeland Elementary ,7
Norwalk,Lakeside Middle CSR rank: 7,Lakeside Middle ,7
Norwalk,Paddison Elementary CSR rank: 7,Paddison Elementary ,7
Norwalk,Studebaker Elementary CSR rank: 7,Studebaker Elementary ,7
Norwalk,William W. Orr Elementary CSR rank: 8,William W. Orr Elementary ,8
Norwalk,Arturo Sanchez Elementary CSR rank: 4,Arturo Sanchez Elementary ,4
Norwalk,Cesar Chavez Elementary CSR rank: 4,Cesar Chavez Elementary ,4
Norwalk,Corvallis Middle CSR rank: 3,Corvallis Middle ,3
Norwalk,D. D. Johnston Elementary CSR rank: 4,D. D. Johnston Elementary ,4
Norwalk,Earl E. Edmondson Elementary CSR rank: 5,Earl E. Edmondson Elementary ,5
Norwalk,John Dolland Elementary CSR rank: 5,John Dolland Elementary ,5
Norwalk,John H. Glenn High CSR rank: 4,John H. Glenn High ,4
Norwalk,John H. Nuffer Elementary CSR rank: 2,John H. Nuffer Elementary ,2
Norwalk,Julia B. Morrison Elementary CSR rank: 7,Julia B. Morrison Elementary ,7
Norwalk,Loretta Lampton Elementary CSR rank: 5,Loretta Lampton Elementary ,5
Norwalk,Los Alisos Middle CSR rank: 5,Los Alisos Middle ,5
Norwalk,Nettie L. Waite Middle CSR rank: 2,Nettie L. Waite Middle ,2
Norwalk,New River Elementary CSR rank: 3,New River Elementary ,3
Norwalk,Norwalk High CSR rank: 5,Norwalk High ,5
Norwalk,Thomas B. Moffitt Elementary CSR rank: 4,Thomas B. Moffitt Elementary ,4
Palmdale,Antelope Valley Learning Academy CSR rank: 3,Antelope Valley Learning Academy ,3
Palmdale,Anaverde Hills CSR rank: 4,Anaverde Hills ,4
Palmdale,Cottonwood Elementary CSR rank: 5,Cottonwood Elementary ,5
Palmdale,Esperanza Elementary CSR rank: 6,Esperanza Elementary ,6
Palmdale,Gregg Anderson Academy CSR rank: 10,Gregg Anderson Academy ,10
Palmdale,Hillview Middle CSR rank: 8,Hillview Middle ,8
Palmdale,Rancho Vista Elementary CSR rank: 6,Rancho Vista Elementary ,6
Palmdale,Vista San Gabriel Elementary CSR rank: 1,Vista San Gabriel Elementary ,1
Palmdale,Highland High CSR rank: 6,Highland High ,6
Palmdale,Palmdale High CSR rank: 4,Palmdale High ,4
Palmdale,Pete William J. Knight High CSR rank: 5,Pete William J. Knight High ,5
Palmdale,R. Rex Parris High CSR rank: 3,R. Rex Parris High ,3
Palmdale,Daisy Gibson Elementary CSR rank: 2,Daisy Gibson Elementary ,2
Palmdale,Lake Los Angeles Elementary CSR rank: 3,Lake Los Angeles Elementary ,3
Palmdale,Barrel Springs Elementary CSR rank: 5,Barrel Springs Elementary ,5
Palmdale,Buena Vista Elementary CSR rank: 4,Buena Vista Elementary ,4
Palmdale,Cactus Middle CSR rank: 1,Cactus Middle ,1
Palmdale,Chaparral Elementary CSR rank: 2,Chaparral Elementary ,2
Palmdale,Cimarron Elementary CSR rank: 4,Cimarron Elementary ,4
Palmdale,David G. Millen Middle CSR rank: 2,David G. Millen Middle ,2
Palmdale,Desert Rose Elementary CSR rank: 1,Desert Rose Elementary ,1
Palmdale,Desert Willow Middle CSR rank: 2,Desert Willow Middle ,2
Palmdale,Dos Caminos CSR rank: 6,Dos Caminos ,6
Palmdale,Golden Poppy Elementary CSR rank: 2,Golden Poppy Elementary ,2
Palmdale,Guidance Charter CSR rank: 3,Guidance Charter ,3
Palmdale,Innovations Academy of Palmdale CSR rank: 1,Innovations Academy of Palmdale ,1
Palmdale,Joshua Hills Elementary CSR rank: 2,Joshua Hills Elementary ,2
Palmdale,Los Amigos CSR rank: 6,Los Amigos ,6
Palmdale,Manzanita Elementary CSR rank: 1,Manzanita Elementary ,1
Palmdale,Mesquite Elementary CSR rank: 3,Mesquite Elementary ,3
Palmdale,Ocotillo Elementary CSR rank: 5,Ocotillo Elementary ,5
Palmdale,Palm Tree Elementary CSR rank: 4,Palm Tree Elementary ,4
Palmdale,Palmdale Aerospace Academy CSR rank: 5,Palmdale Aerospace Academy ,5
Palmdale,Palmdale Learning Plaza CSR rank: 6,Palmdale Learning Plaza ,6
Palmdale,Quail Valley Elementary CSR rank: 1,Quail Valley Elementary ,1
Palmdale,Shadow Hills Middle CSR rank: 4,Shadow Hills Middle ,4
Palmdale,Summerwind Elementary CSR rank: 2,Summerwind Elementary ,2
Palmdale,Tamarisk CSR rank: 1,Tamarisk ,1
Palmdale,Tumbleweed Elementary CSR rank: 2,Tumbleweed Elementary ,2
Palmdale,Yucca Elementary CSR rank: 1,Yucca Elementary ,1
Pasadena,Blair High CSR rank: 6,Blair High ,6
Pasadena,Opportunities for Learning - Santa Clarita CSR rank: 3,Opportunities for Learning - Santa Clarita ,3
Pasadena,Opportunities for Learning - Baldwin Park CSR rank: 4,Opportunities for Learning - Baldwin Park ,4
Pasadena,Opportunities For Learning - Baldwin Park II CSR rank: 3,Opportunities For Learning - Baldwin Park II ,3
Pasadena,CIS Academy CSR rank: 3,CIS Academy ,3
Pasadena,Cleveland Elementary CSR rank: 1,Cleveland Elementary ,1
Pasadena,Daniel Webster CSR rank: 7,Daniel Webster ,7
Pasadena,Don Benito Fundamental CSR rank: 7,Don Benito Fundamental ,7
Pasadena,Eugene Field Elementary CSR rank: 8,Eugene Field Elementary ,8
Pasadena,Hamilton Elementary CSR rank: 8,Hamilton Elementary ,8
Pasadena,Henry W. Longfellow Elementary CSR rank: 7,Henry W. Longfellow Elementary ,7
Pasadena,Jefferson Elementary CSR rank: 3,Jefferson Elementary ,3
Pasadena,John Muir High CSR rank: 4,John Muir High ,4
Pasadena,Learning Works CSR rank: 2,Learning Works ,2
Pasadena,Madison Elementary CSR rank: 1,Madison Elementary ,1
Pasadena,Marshall Fundamental CSR rank: 8,Marshall Fundamental ,8
Pasadena,McKinley CSR rank: 4,McKinley ,4
Pasadena,Norma Coombs Elementary CSR rank: 7,Norma Coombs Elementary ,7
Pasadena,Pasadena High CSR rank: 7,Pasadena High ,7
Pasadena,Roosevelt CSR rank: 2,Roosevelt ,2
Pasadena,Continuation Rose City High CSR rank: 1,Continuation Rose City High ,1
Pasadena,San Rafael Elementary CSR rank: 8,San Rafael Elementary ,8
Pasadena,Washington Elementary CSR rank: 2,Washington Elementary ,2
Pasadena,Washington Middle CSR rank: 1,Washington Middle ,1
Pasadena,Willard Elementary CSR rank: 7,Willard Elementary ,7
Pasadena,Woodrow Wilson Middle CSR rank: 2,Woodrow Wilson Middle ,2
Pomona,Alcott Elementary CSR rank: 3,Alcott Elementary ,3
Pomona,School of Arts and Enterprise CSR rank: 6,School of Arts and Enterprise ,6
Pomona,International Polytechnic High CSR rank: 10,International Polytechnic High ,10
Pomona,Allison Elementary CSR rank: 3,Allison Elementary ,3
Pomona,Arroyo Elementary CSR rank: 1,Arroyo Elementary ,1
Pomona,Barfield Elementary CSR rank: 3,Barfield Elementary ,3
Pomona,Cortez Elementary CSR rank: 6,Cortez Elementary ,6
Pomona,Decker Elementary CSR rank: 5,Decker Elementary ,5
Pomona,Diamond Ranch High CSR rank: 8,Diamond Ranch High ,8
Pomona,Emerson Middle CSR rank: 3,Emerson Middle ,3
Pomona,Fremont Academy of Engineering and Design CSR rank: 2,Fremont Academy of Engineering and Design ,2
Pomona,Ganesha High CSR rank: 4,Ganesha High ,4
Pomona,Garey High CSR rank: 5,Garey High ,5
Pomona,Harrison Elementary CSR rank: 4,Harrison Elementary ,4
Pomona,Kellogg Polytechnic Elementary CSR rank: 5,Kellogg Polytechnic Elementary ,5
Pomona,Kingsley Elementary CSR rank: 2,Kingsley Elementary ,2
Pomona,La Verne Science and Technology Charter CSR rank: 5,La Verne Science and Technology Charter ,5
Pomona,Lexington Elementary CSR rank: 6,Lexington Elementary ,6
Pomona,Lincoln Elementary CSR rank: 3,Lincoln Elementary ,3
Pomona,Lopez Elementary CSR rank: 1,Lopez Elementary ,1
Pomona,Madison Elementary CSR rank: 2,Madison Elementary ,2
Pomona,Marshall Middle CSR rank: 3,Marshall Middle ,3
Pomona,Montvue Elementary CSR rank: 2,Montvue Elementary ,2
Pomona,Palomares Academy of Health Science CSR rank: 4,Palomares Academy of Health Science ,4
Pomona,Continuation Park West High CSR rank: 1,Continuation Park West High ,1
Pomona,Philadelphia Elementary CSR rank: 5,Philadelphia Elementary ,5
Pomona,Pomona High CSR rank: 4,Pomona High ,4
Pomona,Ranch Hills Elementary CSR rank: 8,Ranch Hills Elementary ,8
Pomona,Roosevelt Elementary CSR rank: 4,Roosevelt Elementary ,4
Pomona,San Antonio Elementary CSR rank: 3,San Antonio Elementary ,3
Pomona,San Jose Elementary CSR rank: 4,San Jose Elementary ,4
Pomona,School of Extended Educational Options CSR rank: 2,School of Extended Educational Options ,2
Pomona,Simons Middle CSR rank: 4,Simons Middle ,4
Pomona,Vejar Elementary CSR rank: 3,Vejar Elementary ,3
Pomona,Village Academy High School at Indian Hill CSR rank: 8,Village Academy High School at Indian Hill ,8
Pomona,Washington Elementary CSR rank: 2,Washington Elementary ,2
Pomona,Westmont Elementary CSR rank: 5,Westmont Elementary ,5
Santa Clarita,Academy of the Canyons CSR rank: 10,Academy of the Canyons ,10
Santa Clarita,Bridgeport Elementary CSR rank: 9,Bridgeport Elementary ,9
Santa Clarita,Fair Oaks Ranch Community CSR rank: 9,Fair Oaks Ranch Community ,9
Santa Clarita,Golden Oak Community CSR rank: 9,Golden Oak Community ,9
Santa Clarita,"Albert Einstein Academy for Letters, Arts and Sciences CSR rank: 9","Albert Einstein Academy for Letters, Arts and Sciences ",9
Santa Clarita,Jereann Bowman High (Continuation) CSR rank: 4,Jereann Bowman High (Continuation) ,4
Santa Clarita,Golden Valley High CSR rank: 8,Golden Valley High ,8
Santa Clarita,La Mesa Junior High CSR rank: 7,La Mesa Junior High ,7
Santa Clarita,Alternative Learning Post High CSR rank: 9,Alternative Learning Post High ,9
Santa Clarita,Mission View Public CSR rank: 3,Mission View Public ,3
Santa Clarita,Rio Norte Junior High CSR rank: 9,Rio Norte Junior High ,9
South Gate,Aspire Firestone Academy Charter CSR rank: 6,Aspire Firestone Academy Charter ,6
South Gate,Aspire Gateway Academy Charter CSR rank: 6,Aspire Gateway Academy Charter ,6
South Gate,Bryson Avenue Elementary CSR rank: 7,Bryson Avenue Elementary ,7
South Gate,Independence Elementary CSR rank: 3,Independence Elementary ,3
South Gate,International Studies Learning Center at Legacy High School Complex CSR rank: 7,International Studies Learning Center at Legacy High School Complex ,7
South Gate,Liberty Boulevard Elementary CSR rank: 3,Liberty Boulevard Elementary ,3
South Gate,Madison Elementary CSR rank: 5,Madison Elementary ,5
South Gate,Montara Avenue Elementary CSR rank: 4,Montara Avenue Elementary ,4
South Gate,Odyssey Continuation CSR rank: 3,Odyssey Continuation ,3
South Gate,San Gabriel Avenue Elementary CSR rank: 3,San Gabriel Avenue Elementary ,3
South Gate,San Miguel Elementary CSR rank: 2,San Miguel Elementary ,2
South Gate,"Science, Technology, Engineering, Arts and Mathematics at Legacy High School Complex CSR rank: 7","Science, Technology, Engineering, Arts and Mathematics at Legacy High School Complex ",7
South Gate,Simon Rodia Continuation CSR rank: 3,Simon Rodia Continuation ,3
South Gate,South East High CSR rank: 7,South East High ,7
South Gate,South Gate Middle CSR rank: 3,South Gate Middle ,3
South Gate,South Gate Senior High CSR rank: 6,South Gate Senior High ,6
South Gate,Southeast Middle CSR rank: 2,Southeast Middle ,2
South Gate,Stanford Avenue Elementary CSR rank: 3,Stanford Avenue Elementary ,3
South Gate,State Street Elementary CSR rank: 2,State Street Elementary ,2
South Gate,Tweedy Elementary CSR rank: 4,Tweedy Elementary ,4
South Gate,Victoria Avenue Elementary CSR rank: 5,Victoria Avenue Elementary ,5
South Gate,Visual and Performing Arts at Legacy High School Complex CSR rank: 5,Visual and Performing Arts at Legacy High School Complex ,5
South Gate,Willow Elementary CSR rank: 4,Willow Elementary ,4
Torrance,Halldale Elementary CSR rank: 6,Halldale Elementary ,6
Torrance,Meyler Street Elementary CSR rank: 4,Meyler Street Elementary ,4
Torrance,Van Deene Avenue Elementary CSR rank: 5,Van Deene Avenue Elementary ,5
Torrance,Anza Elementary CSR rank: 10,Anza Elementary ,10
Torrance,Arlington Elementary CSR rank: 9,Arlington Elementary ,9
Torrance,Bert M. Lynn Middle CSR rank: 10,Bert M. Lynn Middle ,10
Torrance,Calle Mayor Middle CSR rank: 9,Calle Mayor Middle ,9
Torrance,Casimir Middle CSR rank: 8,Casimir Middle ,8
Torrance,Edison Elementary CSR rank: 8,Edison Elementary ,8
Torrance,Edward J. Richardson Middle CSR rank: 10,Edward J. Richardson Middle ,10
Torrance,Evelyn Carr Elementary CSR rank: 7,Evelyn Carr Elementary ,7
Torrance,Fern Elementary CSR rank: 8,Fern Elementary ,8
Torrance,Hickory Elementary CSR rank: 9,Hickory Elementary ,9
Torrance,Howard Wood Elementary CSR rank: 8,Howard Wood Elementary ,8
Torrance,J. H. Hull Middle CSR rank: 6,J. H. Hull Middle ,6
Torrance,Jefferson Middle CSR rank: 9,Jefferson Middle ,9
Torrance,John Adams Elementary CSR rank: 8,John Adams Elementary ,8
Torrance,Joseph Arnold Elementary CSR rank: 9,Joseph Arnold Elementary ,9
Torrance,Lincoln Elementary CSR rank: 8,Lincoln Elementary ,8
Torrance,Madrona Middle CSR rank: 9,Madrona Middle ,9
Torrance,North High CSR rank: 9,North High ,9
Torrance,Philip Magruder Middle CSR rank: 8,Philip Magruder Middle ,8
Torrance,Riviera Elementary CSR rank: 10,Riviera Elementary ,10
Torrance,Seaside Elementary CSR rank: 10,Seaside Elementary ,10
Torrance,Kurt T. Shery High (Continuation) CSR rank: 3,Kurt T. Shery High (Continuation) ,3
Torrance,South High CSR rank: 10,South High ,10
Torrance,Torrance Elementary CSR rank: 5,Torrance Elementary ,5
Torrance,Torrance High CSR rank: 9,Torrance High ,9
Torrance,Towers Elementary CSR rank: 9,Towers Elementary ,9
Torrance,Victor Elementary CSR rank: 9,Victor Elementary ,9
Torrance,Walteria Elementary CSR rank: 9,Walteria Elementary ,9
Torrance,West High CSR rank: 10,West High ,10
Torrance,Yukon Elementary CSR rank: 6,Yukon Elementary ,6
West Covina,Grovecenter Elementary CSR rank: 8,Grovecenter Elementary ,8
West Covina,Mesa Elementary CSR rank: 9,Mesa Elementary ,9
West Covina,Rowland Avenue Elementary CSR rank: 7,Rowland Avenue Elementary ,7
West Covina,South Hills High CSR rank: 8,South Hills High ,8
West Covina,Traweek Middle CSR rank: 6,Traweek Middle ,6
West Covina,Workman Avenue Elementary CSR rank: 7,Workman Avenue Elementary ,7
West Covina,Giano Intermediate CSR rank: 3,Giano Intermediate ,3
West Covina,Hollingworth Elementary CSR rank: 4,Hollingworth Elementary ,4
West Covina,Telesis Academy of Science & Math CSR rank: 6,Telesis Academy of Science & Math ,6
West Covina,California Elementary CSR rank: 5,California Elementary ,5
West Covina,Cameron Elementary CSR rank: 5,Cameron Elementary ,5
West Covina,Continuation Coronado High CSR rank: 3,Continuation Coronado High ,3
West Covina,Edgewood High CSR rank: 9,Edgewood High ,9
West Covina,Edgewood Middle CSR rank: 6,Edgewood Middle ,6
West Covina,Hollencrest Middle CSR rank: 7,Hollencrest Middle ,7
West Covina,Merced Elementary CSR rank: 8,Merced Elementary ,8
West Covina,Merlinda Elementary CSR rank: 7,Merlinda Elementary ,7
West Covina,Monte Vista Elementary CSR rank: 7,Monte Vista Elementary ,7
West Covina,Orangewood Elementary CSR rank: 6,Orangewood Elementary ,6
West Covina,San Jose Charter Academy CSR rank: 10,San Jose Charter Academy ,10
West Covina,Vine Elementary CSR rank: 7,Vine Elementary ,7
West Covina,Walnut Grove Intermediate CSR rank: 5,Walnut Grove Intermediate ,5
West Covina,West Covina High CSR rank: 9,West Covina High ,9
Whittier,Ceres Elementary CSR rank: 8,Ceres Elementary ,8
Whittier,East Whittier Middle CSR rank: 7,East Whittier Middle ,7
Whittier,Evergreen Elementary CSR rank: 5,Evergreen Elementary ,5
Whittier,Granada Middle CSR rank: 8,Granada Middle ,8
Whittier,Hillview Middle CSR rank: 6,Hillview Middle ,6
Whittier,La Colima Elementary CSR rank: 6,La Colima Elementary ,6
Whittier,Laurel Elementary CSR rank: 6,Laurel Elementary ,6
Whittier,Leffingwell Elementary CSR rank: 9,Leffingwell Elementary ,9
Whittier,Mulberry Elementary CSR rank: 7,Mulberry Elementary ,7
Whittier,Murphy Ranch Elementary CSR rank: 10,Murphy Ranch Elementary ,10
Whittier,Ocean View Elementary CSR rank: 9,Ocean View Elementary ,9
Whittier,Orchard Dale Elementary CSR rank: 7,Orchard Dale Elementary ,7
Whittier,Scott Avenue Elementary CSR rank: 7,Scott Avenue Elementary ,7
Whittier,Ada S. Nelson Elementary CSR rank: 6,Ada S. Nelson Elementary ,6
Whittier,Aeolian Elementary CSR rank: 3,Aeolian Elementary ,3
Whittier,Jordan Elementary CSR rank: 8,Jordan Elementary ,8
Whittier,Meadow Green Elementary CSR rank: 9,Meadow Green Elementary ,9
Whittier,Rancho-Starbuck Intermediate CSR rank: 8,Rancho-Starbuck Intermediate ,8
Whittier,Continuation El Camino High CSR rank: 1,Continuation El Camino High ,1
Whittier,Carmela Elementary CSR rank: 1,Carmela Elementary ,1
Whittier,Howard J. McKibben Elementary CSR rank: 6,Howard J. McKibben Elementary ,6
Whittier,Lake Marie Elementary CSR rank: 3,Lake Marie Elementary ,3
Whittier,Loma Vista Elementary CSR rank: 1,Loma Vista Elementary ,1
Whittier,Los Altos Elementary CSR rank: 5,Los Altos Elementary ,5
Whittier,Monte Vista Middle CSR rank: 3,Monte Vista Middle ,3
Whittier,Richard L. Graves Middle CSR rank: 3,Richard L. Graves Middle ,3
Whittier,Christian Sorensen Elementary CSR rank: 4,Christian Sorensen Elementary ,4
Whittier,Daniel Phelan Elementary CSR rank: 7,Daniel Phelan Elementary ,7
Whittier,Katherine Edwards Middle CSR rank: 4,Katherine Edwards Middle ,4
Whittier,Longfellow Elementary CSR rank: 2,Longfellow Elementary ,2
Whittier,Lou Henry Hoover Elementary CSR rank: 4,Lou Henry Hoover Elementary ,4
Whittier,Lydia Jackson Elementary CSR rank: 3,Lydia Jackson Elementary ,3
Whittier,Mill Elementary CSR rank: 8,Mill Elementary ,8
Whittier,Orange Grove Elementary CSR rank: 4,Orange Grove Elementary ,4
Whittier,Wallen L. Andrews Elementary CSR rank: 7,Wallen L. Andrews Elementary ,7
Whittier,Walter F. Dexter Middle CSR rank: 4,Walter F. Dexter Middle ,4
Whittier,West Whittier Elementary CSR rank: 3,West Whittier Elementary ,3
Whittier,California High CSR rank: 7,California High ,7
Whittier,Continuation Frontier High CSR rank: 2,Continuation Frontier High ,2
Whittier,La Serna High CSR rank: 9,La Serna High ,9
Whittier,Pioneer High CSR rank: 7,Pioneer High ,7
Whittier,Alternative Sierra Vista High CSR rank: 4,Alternative Sierra Vista High ,4
Whittier,Whittier High CSR rank: 6,Whittier High ,6
